family,model,algo,L,N,sweeps,repeat,wall_s,sweeps_per_s,updates_per_s,vmpeak_kb,vmhwm_kb,threads
mixed,tmfeo3-trilinear,metropolis,4,512,300,2,5.320274e-02,5.638807e+03,2.887069e+06,666756,15564,8
mixed,tmfeo3-trilinear,over,4,512,300,0,3.568555e-02,8.406763e+03,4.304263e+06,666756,15564,8
mixed,tmfeo3-trilinear,over,4,512,300,1,4.460390e-02,6.725870e+03,3.443645e+06,666756,15564,8
mixed,tmfeo3-trilinear,over,4,512,300,2,3.759802e-02,7.979143e+03,4.085321e+06,666756,15564,8
mixed,tmfeo3-trilinear,met+5over,4,512,300,0,2.458656e-01,1.220179e+03,6.247316e+05,666756,15564,8
mixed,tmfeo3-trilinear,met+5over,4,512,300,1,2.277953e-01,1.316972e+03,6.742895e+05,666756,15564,8
mixed,tmfeo3-trilinear,met+5over,4,512,300,2,2.333220e-01,1.285777e+03,6.583177e+05,666756,15564,8
strain,strain-honeycomb-bilin,metropolis,24,1152,300,0,2.593843e-02,1.156585e+04,1.332386e+07,666756,15564,8
strain,strain-honeycomb-bilin,metropolis,24,1152,300,1,2.571373e-02,1.166692e+04,1.344029e+07,666756,15564,8
strain,strain-honeycomb-bilin,metropolis,24,1152,300,2,2.428397e-02,1.235383e+04,1.423161e+07,666756,15564,8
strain,strain-honeycomb-bilin,over,24,1152,300,0,2.833003e-02,1.058947e+04,1.219907e+07,666756,15564,8
strain,strain-honeycomb-bilin,over,24,1152,300,1,2.801875e-02,1.070712e+04,1.233460e+07,666756,15564,8
strain,strain-honeycomb-bilin,over,24,1152,300,2,2.539306e-02,1.181425e+04,1.361002e+07,666756,15564,8
strain,strain-honeycomb-bilin,met+5over,24,1152,300,0,1.520981e-01,1.972411e+03,2.272217e+06,666756,15564,8
strain,strain-honeycomb-bilin,met+5over,24,1152,300,1,1.603193e-01,1.871265e+03,2.155698e+06,666756,15564,8
strain,strain-honeycomb-bilin,met+5over,24,1152,300,2,1.528403e-01,1.962833e+03,2.261184e+06,666756,15564,8
strain,strain-honeycomb-me,metropolis,24,1152,300,0,2.901678e-02,1.033884e+04,1.191035e+07,666756,15564,8
strain,strain-honeycomb-me,metropolis,24,1152,300,1,2.740504e-02,1.094689e+04,1.261082e+07,666756,15564,8
strain,strain-honeycomb-me,metropolis,24,1152,300,2,2.993901e-02,1.002037e+04,1.154347e+07,666756,15564,8
strain,strain-honeycomb-me,over,24,1152,300,0,2.753196e-02,1.089643e+04,1.255268e+07,666756,15564,8
strain,strain-honeycomb-me,over,24,1152,300,1,2.564389e-02,1.169869e+04,1.347690e+07,666756,15564,8
strain,strain-honeycomb-me,over,24,1152,300,2,2.683013e-02,1.118146e+04,1.288104e+07,666756,15564,8
strain,strain-honeycomb-me,met+5over,24,1152,300,0,1.690992e-01,1.774106e+03,2.043771e+06,666756,15564,8
strain,strain-honeycomb-me,met+5over,24,1152,300,1,1.740102e-01,1.724037e+03,1.986091e+06,666756,15564,8
strain,strain-honeycomb-me,met+5over,24,1152,300,2,1.636817e-01,1.832826e+03,2.111415e+06,666756,15564,8
lattice,heisenberg-honeycomb,metropolis,32,2048,300,0,6.659040e-03,4.505154e+04,9.226555e+07,136876,8688,16
lattice,heisenberg-honeycomb,metropolis,32,2048,300,1,5.601273e-03,5.355925e+04,1.096894e+08,136876,8688,16
lattice,heisenberg-honeycomb,metropolis,32,2048,300,2,5.851369e-03,5.127005e+04,1.050011e+08,136876,8688,16
lattice,heisenberg-honeycomb,over,32,2048,300,0,5.222024e-03,5.744899e+04,1.176555e+08,136876,8688,16
lattice,heisenberg-honeycomb,over,32,2048,300,1,4.585350e-03,6.542576e+04,1.339920e+08,136876,8688,16
lattice,heisenberg-honeycomb,over,32,2048,300,2,4.614202e-03,6.501666e+04,1.331541e+08,136876,8688,16
lattice,heisenberg-honeycomb,met+5over,32,2048,300,0,3.190767e-02,9.402129e+03,1.925556e+07,136876,8688,16
lattice,heisenberg-honeycomb,met+5over,32,2048,300,1,3.090650e-02,9.706697e+03,1.987931e+07,136876,8688,16
lattice,heisenberg-honeycomb,met+5over,32,2048,300,2,3.221344e-02,9.312883e+03,1.907278e+07,136876,8688,16
lattice,heisenberg-honeycomb,wolff,32,2048,300,0,1.176529e-03,2.549873e+05,5.222141e+08,137008,8688,16
lattice,heisenberg-honeycomb,wolff,32,2048,300,1,1.120925e-03,2.676361e+05,5.481187e+08,137008,8688,16
lattice,heisenberg-honeycomb,wolff,32,2048,300,2,1.217596e-03,2.463871e+05,5.046009e+08,137008,8688,16
lattice,heisenberg-honeycomb,swendsen_wang,32,2048,300,0,2.731267e-02,1.098391e+04,2.249505e+07,137008,9008,16
lattice,heisenberg-honeycomb,swendsen_wang,32,2048,300,1,2.783045e-02,1.077956e+04,2.207654e+07,137008,9008,16
lattice,heisenberg-honeycomb,swendsen_wang,32,2048,300,2,2.817120e-02,1.064917e+04,2.180950e+07,137008,9008,16
lattice,kitaev-honeycomb,metropolis,32,2048,300,0,6.675521e-03,4.494031e+04,9.203776e+07,137008,9020,16
lattice,kitaev-honeycomb,metropolis,32,2048,300,1,5.731351e-03,5.234368e+04,1.071999e+08,137008,9020,16
lattice,kitaev-honeycomb,metropolis,32,2048,300,2,5.961834e-03,5.032009e+04,1.030555e+08,137008,9020,16
lattice,kitaev-honeycomb,over,32,2048,300,0,5.139604e-03,5.837026e+04,1.195423e+08,137008,9020,16
lattice,kitaev-honeycomb,over,32,2048,300,1,4.711886e-03,6.366877e+04,1.303936e+08,137008,9020,16
lattice,kitaev-honeycomb,over,32,2048,300,2,4.431901e-03,6.769104e+04,1.386313e+08,137008,9020,16
lattice,kitaev-honeycomb,met+5over,32,2048,300,0,3.951012e-02,7.592992e+03,1.555045e+07,137008,9020,16
lattice,kitaev-honeycomb,met+5over,32,2048,300,1,3.316260e-02,9.046336e+03,1.852690e+07,137008,9020,16
lattice,kitaev-honeycomb,met+5over,32,2048,300,2,3.224149e-02,9.304782e+03,1.905619e+07,137008,9020,16
lattice,kitaev-honeycomb,wolff,32,2048,300,0,1.055517e-03,2.842209e+05,5.820844e+08,137008,9020,16
lattice,kitaev-honeycomb,wolff,32,2048,300,1,1.040147e-03,2.884208e+05,5.906857e+08,137008,9020,16
lattice,kitaev-honeycomb,wolff,32,2048,300,2,1.063986e-03,2.819586e+05,5.774512e+08,137008,9020,16
lattice,kitaev-honeycomb,swendsen_wang,32,2048,300,0,1.508902e-02,1.988200e+04,4.071834e+07,137008,9020,16
lattice,kitaev-honeycomb,swendsen_wang,32,2048,300,1,1.481985e-02,2.024311e+04,4.145790e+07,137008,9020,16
lattice,kitaev-honeycomb,swendsen_wang,32,2048,300,2,1.482000e-02,2.024291e+04,4.145748e+07,137008,9020,16
lattice,pyrochlore,metropolis,6,864,300,0,4.466162e-03,6.717177e+04,5.803641e+07,137008,9020,16
lattice,pyrochlore,metropolis,6,864,300,1,4.645647e-03,6.457658e+04,5.579417e+07,137008,9020,16
lattice,pyrochlore,metropolis,6,864,300,2,5.019660e-03,5.976500e+04,5.163696e+07,137008,9020,16
lattice,pyrochlore,over,6,864,300,0,4.753741e-03,6.310819e+04,5.452548e+07,137008,9020,16
lattice,pyrochlore,over,6,864,300,1,4.348968e-03,6.898188e+04,5.960035e+07,137008,9020,16
lattice,pyrochlore,over,6,864,300,2,4.800312e-03,6.249594e+04,5.399649e+07,137008,9020,16
lattice,pyrochlore,met+5over,6,864,300,0,2.767910e-02,1.083850e+04,9.364465e+06,137008,9020,16
lattice,pyrochlore,met+5over,6,864,300,1,3.005705e-02,9.981020e+03,8.623602e+06,137008,9020,16
lattice,pyrochlore,met+5over,6,864,300,2,2.997133e-02,1.000957e+04,8.648265e+06,137008,9020,16
lattice,pyrochlore,wolff,6,864,300,0,7.985743e-03,3.756695e+04,3.245784e+07,137008,9020,16
lattice,pyrochlore,wolff,6,864,300,1,7.270926e-03,4.126022e+04,3.564883e+07,137008,9020,16
lattice,pyrochlore,wolff,6,864,300,2,8.511379e-03,3.524693e+04,3.045335e+07,137008,9020,16
lattice,pyrochlore,swendsen_wang,6,864,300,0,2.088887e-02,1.436171e+04,1.240852e+07,137008,9020,16
lattice,pyrochlore,swendsen_wang,6,864,300,1,2.191403e-02,1.368986e+04,1.182804e+07,137008,9020,16
lattice,pyrochlore,swendsen_wang,6,864,300,2,2.096867e-02,1.430706e+04,1.236130e+07,137008,9020,16
mixed,tmfeo3-bilinear,metropolis,4,512,300,0,3.051117e-02,9.832463e+03,5.034221e+06,1125544,14408,16
mixed,tmfeo3-bilinear,metropolis,4,512,300,1,2.930788e-02,1.023615e+04,5.240911e+06,1125544,14408,16
mixed,tmfeo3-bilinear,metropolis,4,512,300,2,2.941867e-02,1.019760e+04,5.221174e+06,1125544,14408,16
mixed,tmfeo3-bilinear,over,4,512,300,0,2.559869e-02,1.171935e+04,6.000306e+06,1125544,14408,16
mixed,tmfeo3-bilinear,over,4,512,300,1,2.604127e-02,1.152018e+04,5.898331e+06,1125544,14408,16
mixed,tmfeo3-bilinear,over,4,512,300,2,2.687075e-02,1.116456e+04,5.716253e+06,1125544,14408,16
mixed,tmfeo3-bilinear,met+5over,4,512,300,0,1.616361e-01,1.856021e+03,9.502829e+05,1125544,14408,16
mixed,tmfeo3-bilinear,met+5over,4,512,300,1,1.552008e-01,1.932980e+03,9.896859e+05,1125544,14408,16
mixed,tmfeo3-bilinear,met+5over,4,512,300,2,1.646012e-01,1.822587e+03,9.331647e+05,1125544,14408,16
mixed,tmfeo3-trilinear,metropolis,4,512,300,0,3.717164e-02,8.070668e+03,4.132182e+06,1126732,15728,16
mixed,tmfeo3-trilinear,metropolis,4,512,300,1,3.260165e-02,9.201987e+03,4.711417e+06,1126732,15728,16
mixed,tmfeo3-trilinear,metropolis,4,512,300,2,3.886659e-02,7.718712e+03,3.951981e+06,1126732,15728,16
mixed,tmfeo3-trilinear,over,4,512,300,0,3.033851e-02,9.888421e+03,5.062871e+06,1126732,15728,16
mixed,tmfeo3-trilinear,over,4,512,300,1,2.953472e-02,1.015754e+04,5.200659e+06,1126732,15728,16
mixed,tmfeo3-trilinear,over,4,512,300,2,3.114595e-02,9.632071e+03,4.931620e+06,1126732,15728,16
mixed,tmfeo3-trilinear,met+5over,4,512,300,0,1.939265e-01,1.546978e+03,7.920528e+05,1126732,15728,16
mixed,tmfeo3-trilinear,met+5over,4,512,300,1,1.920719e-01,1.561915e+03,7.997006e+05,1126732,15728,16
mixed,tmfeo3-trilinear,met+5over,4,512,300,2,1.942314e-01,1.544550e+03,7.908095e+05,1126732,15728,16
strain,strain-honeycomb-bilin,metropolis,24,1152,300,0,2.436852e-02,1.231096e+04,1.418223e+07,1126732,15728,16
strain,strain-honeycomb-bilin,metropolis,24,1152,300,1,2.687953e-02,1.116091e+04,1.285737e+07,1126732,15728,16
strain,strain-honeycomb-bilin,metropolis,24,1152,300,2,2.644634e-02,1.134373e+04,1.306797e+07,1126732,15728,16
strain,strain-honeycomb-bilin,over,24,1152,300,0,2.580611e-02,1.162516e+04,1.339218e+07,1126732,15728,16
strain,strain-honeycomb-bilin,over,24,1152,300,1,2.691878e-02,1.114463e+04,1.283862e+07,1126732,15728,16
strain,strain-honeycomb-bilin,over,24,1152,300,2,2.458165e-02,1.220423e+04,1.405927e+07,1126732,15728,16
strain,strain-honeycomb-bilin,met+5over,24,1152,300,0,1.596901e-01,1.878639e+03,2.164192e+06,1126732,15728,16
strain,strain-honeycomb-bilin,met+5over,24,1152,300,1,1.482599e-01,2.023474e+03,2.331042e+06,1126732,15728,16
strain,strain-honeycomb-bilin,met+5over,24,1152,300,2,1.529374e-01,1.961586e+03,2.259747e+06,1126732,15728,16
strain,strain-honeycomb-me,metropolis,24,1152,300,0,2.598496e-02,1.154514e+04,1.330000e+07,1126732,15728,16
strain,strain-honeycomb-me,metropolis,24,1152,300,1,2.859882e-02,1.048994e+04,1.208441e+07,1126732,15728,16
strain,strain-honeycomb-me,metropolis,24,1152,300,2,2.726597e-02,1.100273e+04,1.267514e+07,1126732,15728,16
strain,strain-honeycomb-me,over,24,1152,300,0,3.446178e-02,8.705297e+03,1.002850e+07,1126732,15728,16
strain,strain-honeycomb-me,over,24,1152,300,1,3.698373e-02,8.111674e+03,9.344649e+06,1126732,15728,16
strain,strain-honeycomb-me,over,24,1152,300,2,3.565940e-02,8.412930e+03,9.691695e+06,1126732,15728,16
strain,strain-honeycomb-me,met+5over,24,1152,300,0,2.033102e-01,1.475578e+03,1.699866e+06,1126732,15728,16
strain,strain-honeycomb-me,met+5over,24,1152,300,1,1.805258e-01,1.661813e+03,1.914408e+06,1126732,15728,16
strain,strain-honeycomb-me,met+5over,24,1152,300,2,1.596388e-01,1.879242e+03,2.164887e+06,1126732,15728,16
