x, y
0.750010122,13.34872388
0.767759253,13.70896281
0.784305946,13.51344352
0.802148196,12.98751027
0.822120017,12.87074451
0.835966283,12.61382086
0.852913789,12.72512845
0.869901781,12.70212618
0.888630677,12.30406995
0.904043757,12.24052131
0.917545891,12.24052131
0.925201823,12.45163536
0.941683738,12.39296008
0.949529956,11.74694719
0.956999652,12.52454086
0.9726516,11.47423384
0.980570693,9.956278979
